name|numLocations|type|address|website|state|brewery_id
Big Boss Brewing Co & Tavern|1|Microbrewery|1249 Wicker Dr., Raleigh, North Carolina, 27604|http://www.bigbossbrewing.com/|north-carolina|28212
Big Buck Brewery|1|Brewpub|550 S. Wisconsin St., Gaylord, Michigan, 49734|http://www.bigbuck.com/|michigan|28213
Big Buck Brewery & Steakhouse - Texas|1|Brewpub|2501-1 Bass Pro Dr., Grapevine, Texas, 76051|http://www.bigbuck.com/|texas|28214
Big Dogs Brewing Co|1|Brewpub|4543 N Rancho Rd., Las Vegas, Nevada, 89130|http://www.bigdogsbrews.com/|nevada|28215
Big Horn Brewery|2|Microbrewery|1427 W. Elizabeth St., Fort Collins, Colorado, 80521|http://www.humphard.com/|colorado|28216
Big Horn Brewing Co.|1|Brewpub|515 12th St. SE, Salem, Oregon, 97301|http://www.theram.com/|oregon|28217
Big Horn Brewing Co. of Texas|1|Brewpub|700 Six Flags Dr., Arlington, Texas, 76010|-|texas|28218
Big Horn Brewing Company/Ram Restaurant|1|Brewpub|320 Oswego Point Blvd., Lake Oswego, Oregon, 97034|http://www.theram.com/|oregon|28219
Big Horse Brewpub|1|Brewpub|115 State St., Hood River, Oregon, 97031|-|oregon|28220
Big House Brewing Co. / Mill Creek Brew Pub|1|Brewpub|11 S. Palouse St., Walla Walla, Washington|http://www.millcreek-brewpub.com/|washington|28221
Big House Brewing Company|1|Brewpub-Closed|90 N. Pearl St., Albany, New York, 12207|-|new-york|28222
Big Nose Brewing Company|1|ContractBrewery|511 16th St., Denver, Colorado, 80202|http://www.smuttynose.com/|colorado|28223
Big River Grill & Brewing Works (#2)|1|Brewpub|111 Broadway, Nashville, Tennessee, 37201|http://www.bigrivergrille.com/|tennessee|28224
Big River Grill & Brewing Works - Charlotte|1|Brewpub|2020 Hamilton Place Blvd., Chattanooga, Tennessee, 37421|http://www.bigrivergrille.com/|tennessee|28225
Big River Grille & Brewing Works|1|Brewpub|222 Broad Street, Chattanooga, Tennessee, 37402|http://www.bigrivergrille.com/|tennessee|2617
Big River Grille & Brewing Works (SC)|1|Brewpub|211 E. Broad St., Greenville, South Carolina, 29601|http://www.bigrivergrille.com/|south-carolina|28227
Big River Grille & Brewing Works - Disney World|1|Brewpub|2101 N. Epcot Resort Blvd., Lake Buena Vista, Florida, 32830|http://www.bigrivergrille.com/|florida|28228
Big Rock Chophouse & Brewhouse|1|Brewpub|245 S Eton St, Birmingham, Michigan, 48009|http://www.bigrockchophouse.com/|michigan|28229
Big Sky Brewing Co.|1|RegionalBrewery|120-A Hickory St., Missoula, Montana, 59808|http://www.bigskybrew.com/|montana|28230
Big Time Brewery & Alehouse|1|Brewpub|4133 University Way N.E., Seattle, Washington, 98105|http://www.bigtimebrewery.com/|washington|363
Bill's Tavern & Brewhouse|1|Brewpub|188 N. Hemlock, Cannon Beach, Oregon, 97110|-|oregon|5078
BirdsView Brewing Co.|1|Brewpub|38203 State Rte. 20, Concrete, Washington, 98237|http://www.birdsviewbrewingco.com/|washington|28233
Birkebeiner Brewing Company|1|Brewpub-Closed|35 W. Main St., Spokane, Washington, 99021|-|washington|28234
Birmingham Brewing Company|1|Microbrewery|3118 3rd Ave. S., Birmingham, Alabama, 35233|http://www.goodpeoplebrewing.com/|alabama|28235
Bison Brewing Co|1|Microbrewery|PO Box 4821, Berkeley, California, 94704|http://www.bisonbrew.com/|california|28236
Bison Brewing Company|1|Microbrewery|2598 Telegraph Ave., Berkeley, California, 94704|http://www.bisonbrew.com/|california|28237
Bistro Bix|1|Brewpub|114 S. 12th St., Philadelphia, Pennsylvania|-|pennsylvania|28238
Bitter Creek Brewing Co|1|Brewpub|604 Broadway St., Rock Springs, Wyoming, 82901|http://www.bittercreekbrewing.com/|wyoming|28239
Bitter End Bistro & Brewery|1|Brewpub|311 Colorado St., Austin, Texas, 78701|-|texas|28240
Bitter Root Brewing Co.|1|Microbrewery|101 Marcus, Hamilton, Montana, 59840|http://www.bitterrootbrewing.com/|montana|28241
Black Bear Brewing Co.|1|Microbrewery|434 Marietta St., Atlanta, Georgia, 30313|http://realbeer.com/blackbear/|georgia|28242
Black Box Brewing Co.|1|Microbrewery|24945 Detroit Rd., Westlake, Ohio, 44145|http://www.jwdover.com/|ohio|28243
Black Forest Brew Haus|1|Brewpub|2015 New Highway, Farmingdale, New York, 11735|http://www.blackforestbrewhaus.com/|new-york|2669
Black Forest Brewing Co.|1|Brewpub|281 Heinlein St., Frankenmuth, Michigan, 48734|http://www.blackforestbrewhaus.net/|michigan|28245
Black Hills Brewing Company|1|Microbrewery|47 Lincoln, Deadwood, South Dakota, 57732|-|south-dakota|28246
Black Lotus Brewing Co|1|Brewpub|1 East 14 Mile Rd., Clawson, Michigan, 48017|http://www.blacklotusbrewingco.com/|michigan|28247
Black Market Brewing Co|1|Microbrewery|41740 Enterprise Cir N, Ste 109, Temecula, California, 92593|http://blackmarketbrew.com/|california|28248
Black Raven Brewing Co|2|Microbrewery|4605 167th Ct NE, Redmond, Washington, 98052|http://www.blackravenbrewing.com/|washington|28249
Black River Brewing Co.|1|Brewpub|207 Main St., Ludlow, Vermont, 5149|http://www.sandcreekbrewing.com/|vermont|28250
Black Star Co-op|1|Microbrewery|PO Box 302097, Austin, Texas, 78703|http://www.blackstar.coop/|texas|28251
Black Swamp Microbrewery|1|Microbrewery|4956 Monroe St., Toledo, Ohio, 43623|-|ohio|28252
Blackfoot River Brewing Co.|1|Microbrewery|54 S Park Ave., Helena, Montana, 59601|http://www.blackfootriverbrewing.com/|montana|28253
Blackhorse Brewery #3|1|Brewpub|132 Franklin St., Clarksville, Tennessee, 37040|-|tennessee|28254
Blackhorse Pub & Brewery #2|1|Brewpub|4429 Kingston Pike, Knoxville, Tennessee, 37919|-|tennessee|28255
Blacksburg Brewery & Chophouse|1|Brewpub|550 Stone St., Christiansburg, Virginia, 24073|www.bullandbones.com|virginia|28256
Blackstone Restaurant & Brewery|1|Brewpub|1918 West End Ave., Nashville, Tennessee, 37203|http://www.blackstonebrewery.com/|tennessee|691
Blackwater Brewing Company|1|Brewpub|Williams Ave. Rt 32, Davis, West Virginia, 26260|http://www.blackwater-brewing.com/|west-virginia|1899
Blind Lady Brewing Co|1|Brewpub|3414 Adams Ave, San Diego, California, 92116|http://www.blindladyalehouse.com/|california|28259
Blind Man Ales|1|Microbrewery|P.O. Box 649, Athens, Georgia, 30603|http://www.blindman.net/|georgia|28260
Blind Tiger Brewery & Restaurant|1|Brewpub|417 SW 37th, Topeka, Kansas, 66611|http://www.blindtiger.com/|kansas|1334
Blitz-Weinhard Co.|1|Microbrewery|1133 W. Burnside, Portland, Oregon, 97209|http://www.henryweinhards.com/hw/ageVerify.aspx|oregon|28262
Bloomfield's Tavern|1|Brewpub|90 Water St., Skowhegan, Maine, 4976|-|maine|28263
Bloomington Brewing Company|1|Brewpub|1795 E. 10th, Bloomington, Indiana, 47407|http://bbc.bloomington.com/|indiana|28264
Blue & Gray Brewing Company|1|Microbrewery|3321 Dill Smith Dr., Fredericksburg, Virginia, 22401|http://www.blueandgraybrewingco.com/map.htm|virginia|28265
Blue Anchor Pub|1|Brewpub|10550-2 Old St. Augustine Rd., Jacksonville, Florida, 32257|http://www.theblueanchor.com/|florida|28266
Blue Cat Brewpub|1|Brewpub|113 18th St., Rock Island, Illinois, 61201|http://www.bluecatbrewpub.com/|illinois|28267
Blue Corn Cafe & Brewery|1|Brewpub|4056 Cerrillos Rd, Ste G, Santa Fe, New Mexico, 87505|http://www.bluecorncafe.com/|new-mexico|28268
Blue Coyote Brewing Co.|1|Brewpub-Closed|113 Pere Marquette, Lansing, Michigan, 48912|-|michigan|28269
Blue Frog Grog & Grill|1|Brewpub|1740 Travis Blvd., Fairfield, California, 94533|http://www.bigbluefrog.com/|california|1691
Blue Hen Beer Company, Ltd.|1|ContractBrewery|P.O. Box 7077, Newark, Delaware, 19714|http://realbeer.com/bluehen/|delaware|28271
Blue Heron Brew Pub|1|Brewpub|108 W 9th St, Marshfield, Wisconsin, 54449|www.blueheronbrewpub.com|wisconsin|28272
Blue Hills Brewery|1|Microbrewery|1020 Turnpike St #3B, Canton, Massachusetts, 2021|http://www.bluehillsbrewery.com/|massachusetts|19213
Blue Monk|1|Brewpub|3341 SE Belmont St., Portland, Oregon|http://www.thebluemonk.com/|oregon|28274
Blue Moon Brewing Company|1|ContractBrewery|12th & East St., Golden, Colorado, 80401|http://www.bluemoonbrewingcompany.com/|colorado|28275
Blue Moon Tavern & Grill|1|Brewpub|432 NW 21st St., Portland, Oregon, 97209|http://www.mcmenaminspubs.com/|oregon|28276
Blue Mountain Brewing|1|Microbrewery-Closed|1610 Jefferson Ave., La Grande, Oregon, 97850|-|oregon|28277
Blue Pine Brewing Company|1|Microbrewery-Closed|422 SW 5th St. #B, Grants Pass, Oregon, 97526|-|oregon|28278
Blue Point Brewing Co.|1|Microbrewery|161 River Ave., Patchogue, New York, 11772|http://www.bluepointbrewing.com/|new-york|28279
Blue Ridge Brewing Co.|1|Microbrewery|217 N. Main St., Greenville, South Carolina, 29608|http://www.blueridgebrewing.com/|south-carolina|28280
Blue Ridge Brewing Company|1|Brewpub|709 West Main St., Charlottesville, Virginia, 22901|http://www.blueridgebrewing.com/|virginia|28281
Blue Star Brewing Co.|1|Brewpub|1414 S. Alamo #105, San Antonio, Texas, 78210|http://www.bluestarbrewing.com/|texas|28282
Blue Tractor Brewing Co|1|Brewpub|207 E Washington St, Ann Arbor, Michigan, 48105|N/A|michigan|28283
Blue-N-Gold Brewing Co.|1|Microbrewery-Closed|3100 Clarendon Blvd., Arlington, Virginia, 22201|-|virginia|28284
Blueberry Hill|1|Brewpub|RR 1/Hide-Away-Hills, Bremen, Ohio, 43107|-|ohio|28285
Bluegrass Brewing Company|2|Microbrewery|636 E Main St, Louisville, Kentucky, 40202|http://www.bbcbrew.com/|kentucky|28286
Boak Beverage|1|Microbrewery|262 Wanawue Ave. (Rear), Pompton Lakes, New Jersey, 7442|http://www.boaksbeer.com/|new-jersey|16792
Boardwalk Bistro|1|Brewpub|4011 Broadway, San Antonio, Texas, 78209|http://www.boardwalkbistro.net/|texas|28288
Bobcat Brewery & Caf\E9|1|Brewpub|5 Main St., Bristol, Vermont, 5443|http://www.bobcatcafe.com/|vermont|28289
Bobs House of Brews|1|Brewpub|20 Monroe Ave NW, Grand Rapids, Michigan, 49503|http://www.thebob.com/|michigan|28290
Bohannon Brewing Co.|1|Brewpub-Closed|134 2nd Ave. North, Nashville, Tennessee, 37201|-|tennessee|28291
Bohemian Brewery & Grill|1|Brewpub|94 E 7200 S (Fort Union Blvd), Salt Lake City, Utah, 84047|http://www.bohemianbrewery.com/|utah|28292
Bonaventure Brewing Co.|1|Brewpub|404 S. Figueroa #418A, Los Angeles, California, 90071|http://www.bonaventurebrewing.com/|california|28293
Boneyard Brewery|1|Brewpub|127 E Aspen Ave, Fruita, Colorado, 81521|http://www.boneyardbrewing.com/|colorado|28294
Bootie Beer Company|1|ContractBrewery|620 N. Denning Drive, #100, Winter Park, Florida, 32789|http://www.bootiebeer.com/|florida|28295
Bootleggers Brewing Company|1|Microbrewery|130 S. Highland Ave , Fullerton , California, 92832|http://www.bootleggersbrewery.com/|california|28296
Bootleggers Pub & Brewery|1|Brewpub|411 Cornelia St., Plattsburgh, New York, 12901|-|new-york|28297
Bootleggers Restaurant & Brewery|1|Brewpub|101 S Madison, Aurora, Missouri, 65605|http://www.bootbrewery.com/|missouri|5476
Bosco's Nashville Brewing Co.|1|Brewpub|1805 21st Ave. S., Nashville, Tennessee, 37212|http://www.boscosbeer.com/|tennessee|28299
Boscos Brewing Co. (Corp)|1|Brewpub|827 South Main St., Memphis, Tennessee, 38106|http://www.boscosbeer.com/|tennessee|28300
Boscos Little Rock Brewing Co.|1|Brewpub|500 President Clinton Ave., Little Rock, Arkansas, 72201|http://www.boscosbeer.com/|arkansas|28301
Boscos Pizza, Kitchen & Brewery|1|Brewpub-Closed|7615 W. Farmington, Germantown, Tennessee, 38138|-|tennessee|28302
Boscos Squared|1|Brewpub|2120 Madison Ave., Memphis, Tennessee, 38104|http://www.boscosbeer.com/|tennessee|28303
Bosque Brewing Company|1|Microbrewery|300 S. 6th St., Waco, Texas, 76701|http://www.bosquebrewing.com/|texas|28304
Boston Beer Co - DBA Samuel Adams Brewing Co.|1|RegionalBrewery|1625 Central Parkway, Cincinnati, Ohio, 45214|http://www.samadams.com/|ohio|28305
Boston Beer Company|2|Microbrewery|30 Germania St., Boston, Massachusetts, 2130|http://www.samadams.com/|massachusetts|28306
Boston Beer Works|1|Brewpub|61 Brookline Ave., Boston, Massachusetts, 2215|http://www.beerworks.net/|massachusetts|28307
Boulder Beer Co.|1|RegionalBrewery|2880 Wilderness Pl., Boulder, Colorado, 80301|http://www.boulderbeer.com/|colorado|28308
Boulder Creek Brewing Co.|1|Brewpub|13040 Hwy 9, Boulder Creek, California, 95018|https://www.facebook.com/bouldercreekbrewery|california|28309
Boulder Creek Brewing Company|1|Brewpub|13040 Highway 9, Boulder Creek, California, 95006|https://www.facebook.com/bouldercreekbrewery|california|28310
Boulder Dam Brewing Co.|1|Brewpub|453 Nevada Highway, Boulder City, Nevada, 89005|http://www.boulderdambrewing.com/|nevada|16344
Boulevard Brewing Co.|1|Microbrewery|2501 Southwest Blvd., Kansas City, Missouri, 64108|http://www.boulevard.com/|missouri|423
Boundary Bay Brewery & Bistro|1|Brewpub|1107 Railroad Ave., Bellingham, Washington, 98225|http://www.bbaybrewery.com/|washington|701
Box Office Brewery & Restaurant|1|Brewpub-Closed|145 N. 3rd St., DeKalb, Illinois, 60115|-|illinois|28314
Boyne River Brewing Co.|1|Brewpub-Closed|419 E. Main St., Boyne City, Michigan, 49712|-|michigan|28315
Boyne USA Resorts|1|ContractBrewery|P.O. Box 19, Boyne Falls, Michigan, 49713|-|michigan|28316
Bozeman Brewing Co.|1|Microbrewery|504 N Broadway Ave., Bozeman, Montana, 59772|http://www.bozemanbrewing.com/|montana|28317
Bradley's Brewing Co.|1|Microbrewery|8942 Greenback Lane, Suite E, Orangevale, California, 95662|http://www.bradleysbrewing.com/|california|28318
Bradley's Restaurant & Brewery|1|Brewpub|515 W. Bay Area Blvd., Webster, Texas, 77598|-|texas|28319
Brandywine Brewing Co.|1|Brewpub|3801 Kennett Pike, Wilmington, Delaware, 19807|http://www.brandywinebrewingco.com/|delaware|28320
Brass Restaurant & Brewery–Transitioning to a new name|1|Brewpub|665 W North Ave Ste 500, Lombard, Illinois, ?|http://www.brassrestaurantandbrewery.com/|illinois|28321
Brauhaus Brew Hall|1|Brewpub|111 Main St., Lucan, Minnesota, 56255|-|minnesota|28322
Brauhaus Schloss|1|Brewpub|Talbot Stone House Inn, Ellicott City, Maryland, 21043|http://www.brauhausamschloss.de/|maryland|28323
Braumeister Ltd.|1|ContractBrewery|411 Eaton Way, West Chester, Pennsylvania, 19380|-|pennsylvania|28324
Brautech Brewing Company|1|Microbrewery|10170 NW S River Dr., Medley, Florida, 33178|-|florida|28325
Bravo! Restaurant & Caf\E9|1|Brewpub|5402 Portage Rd, Portage, Michigan, 49002|www.bravokalamazoo.com|michigan|28326
Bray's Brewpub & Eatery|1|Brewpub|678 Roosevelt Ter, Naples, Maine, 4055|http://www.braysbrewpub.com/|maine|28327
Brazos Brewing Company|1|Brewpub|201 Dominik, College Station, Texas, 77842|http://www.cy-net.net/corp/bbc/|texas|28328
Breakwater Brewing Co|1|Brewpub|101 N Coast Hwy, Ste C140, Oceanside, California, 92054|http://breakwaterbrewing.com/|california|28329
Breckenridge Brewery & Pub (Breckenridge)|1|Brewpub|600 S. Main St., Breckenridge, Colorado, 80424|http://www.breckenridgebrewery.com/|colorado|28330
Breckenridge Brewery & Pub (Denver #1)|1|Brewpub|2220 Blake St., Denver, Colorado, 80204|http://www.colorado.net/brew/|colorado|28331
Breckenridge Brewery & Pub (Denver #2)|1|Brewpub|471 Kalamath Street, Denver, Colorado, 80204|http://www.breckenridgebrewery.com/|colorado|28332
Breckenridge Brewery (Buffalo)|1|Microbrewery|623 Main St., Buffalo, New York, 14202|-|new-york|28333
Breckenridge Brewery (Dallas)|1|Brewpub-Closed|1907 McKinney, Dallas, Texas, 75201|-|texas|28334
Brew Brothers/Eldorado Hotel & Casino|1|Brewpub|345 N Virginia St., Reno, Nevada, 89505|http://www.eldoradoreno.com/reno-restaurants/the-brew-brothers/|nevada|28335
Brew House|1|Brewpub|RR1 Box 550, Johnson, Vermont, 5656|-|vermont|28336
Brew It Up! Personal Brewery & Grill|1|BOP-BrewOnPremise|801 14th St., Sacramento, California, 95814|http://www.brewitup.com/|california|28337
Brew Keeper, The|1|Brewpub|34445 Center Ridge Road, North Ridgeville, Ohio, 44039|http://www.brewkeeper.com/|ohio|28338
Brew Kettle, Taproom & Smokehouse, The.|1|Brewpub|8377 Pearl Rd., Strongsville, Ohio, 44136|http://www.thebrewkettle.com/|ohio|28339
Brew Masters|1|BOP-BrewOnPremise|375A Second St., Bandon, Oregon, 97411|-|oregon|28340
Brew Moon Restaurant & Microbrewery|1|Brewpub|160 N. Gulph Rd., King of Prussia, Pennsylvania, 19406|-|pennsylvania|1568
Brew Moon Restaurant & Microbrewery (#1)|1|Brewpub|115 Stuart St., Boston, Massachusetts, 2116|http://brewmoon.com/|massachusetts|28342
Brew Moon Restaurant & Microbrewery (#2)|1|Brewpub|114 Broadway, Saugus, Massachusetts, 1916|http://brewmoon.com/|massachusetts|28343
Brew Moon Restaurant & Microbrewery (#3)|1|Brewpub|50 Church St., Cambridge, Massachusetts, 2138|http://brewmoon.com/|massachusetts|28344
BrewBakers|1|BOP-BrewOnPremise|7242 Heil Ave, Huntington Beach, California, 92647|http://www.grafx24.com/brewbakers1/|california|28345
BrewBakers Ale House & Deli|1|Brewpub-Closed|425 15th St., Moline, Illinois, 61265|-|illinois|28346
Brewbakers #3|1|Microbrewery|412 Walnut Ave., Huntington Beach, California, 92648|http://www.brewbakersrestaurant.com/|california|28347
Brewbakers Brewing Co.|1|Brewpub|219 E. Main St., Visalia, California, 93291|http://www.brewbakersbrewingco.com/|california|28348
Brewer's Brewing Co.|1|Microbrewery|2121 Boundary St., Beaufort, South Carolina, 29902|http://www.brewersbrewing.com/|south-carolina|28349
Brewerie at Union Station, The|1|Brewpub|123 W 14th St., Erie, Pennsylvania, 16501|http://www.brewerie.com/|pennsylvania|28350
Brewers Alley|1|Brewpub|124 N. Market St., Frederick, Maryland, 21701|http://www.brewers-alley.com/|maryland|28351
Brewers Art|1|Brewpub|1106 N. Charles, Baltimore, Maryland, 21201|http://www.thebrewersart.com/|maryland|28352
Brewery Creek Inn, Restaurant and Brewery|1|Brewpub|23 Commerce St., Mineral Point, Wisconsin, 53565|http://www.brewerycreek.com/|wisconsin|28353
Brewery Ommegang|1|Microbrewery|656 County Hwy 33, Cooperstown, New York, 13326|http://www.ommegang.com/|new-york|42
Brewery at 34 Depot St.|1|Brewpub|34.5 Depot St., Pittsfield, Massachusetts, 1201|-|massachusetts|28355
Brewery at Lake Tahoe|1|Brewpub|3542 S. Lake Tahoe Blvd., South Lake Tahoe, California, 96150|http://www.brewerylaketahoe.com/|california|28356
Brewery on Martha's Vineyard|1|Microbrewery|43 Oak Bluffs Ave., Oak Bluffs, Massachusetts, 2557|-|massachusetts|28357
Brewhouse Brewpub & Grill|1|Brewpub|939 Getchell, Helena, Montana, 59601|http://www.brewhouse.net/2005/|montana|28358
Brewhouse Café & Grill|1|Brewpub|199 Cabot St., Lowell, Massachusetts, 1854|-|massachusetts|28359
Brewhouse at Eastlake|1|Microbrewery|871 Showroom Place, Chula Vista , California, 91914|http://www.brewhouseeastlake.com/|california|28360
Brewhouse, The|1|Brewpub|229 W. Montecito St., Santa Barbara, California, 93101|http://www.brewhousesb.com/|california|4712
Brewmaster's Pub, Ltd.|1|Brewpub-Closed|4017 80th St., Kenosha, Wisconsin, 53142|-|wisconsin|28362
Brewmasters|1|BOP-BrewOnPremise-Closed|8320 W State Rd 84, Davie, Florida, 33324|http://www.brewsouth.com/|florida|28363
Brewmasters Pub, Restaurant & Brewery|1|Brewpub|4017 80th St., Kenosha, Wisconsin, 53142|-|wisconsin|28364
Brewster Court Bar & Grill|1|Brewpub|11 Brewster Court, Northampton, Massachusetts, 1060|-|massachusetts|28365
Brewzzi|1|Brewpub|2222 Glades Rd , Boca Raton, Florida, 33431|http://www.brewzzi.com/|florida|28366
Brewzzi City Place|1|Brewpub|700 S Rosemary Ave, Ste 212, West Palm Beach, Florida, 33401|http://www.brewzzi.com/|florida|28367
Brick House Brewpub & Eatery|1|Brewpub-Closed|3320 E. Market St., York, Pennsylvania, 17402|-|pennsylvania|28368
Brickhouse Brewery & Restaurant|1|Brewpub|67 W. Main St., Patchogue, New York, 11772|http://www.brickhousebrewery.com/|new-york|28369
Bricktown Brewery|1|Brewpub|One N. Oklahoma Ave., Oklahoma City, Oklahoma, 73104|http://www.bricktownbrewery.com/|oklahoma|680
